"id","name","category","subcategory","domains","modality","disease","url","cost","licence","language","maintainer","description","best_for","notes","verified"
"basico","BasiCO","software","systems biology","qsp|general","any","any","https://github.com/copasi/basico","free","Artistic-2.0","Python","Frank Bergmann / COPASI","Python wrapper exposing COPASI model I/O, time-course simulation, parameter estimation, optimisation, steady-state and sensitivity analysis as plain Python calls.","Automating COPASI runs from a Jupyter notebook instead of clicking through the GUI","A convenience layer over COPASI, so COPASI's numerics and limitations apply.","2026-08-26"
"bionetgen","BioNetGen","software","systems biology","qsp|general","any","any","https://bionetgen.org/","free","MIT","C++","Faeder Lab, University of Pittsburgh","Rule-based modelling framework using a graph-based language (BNGL) to specify signal transduction, metabolic and gene regulatory networks from structured binding and modification objects.","Receptor-binding and signalling models where enumerating every complex by hand is impractical","The homepage does not state a licence; the RuleWorld repository does. Requires a Perl runtime, which trips up newcomers - and PySB depends on it.","2026-08-26"
"copasi","COPASI","software","systems biology","qsp|general","any","any","https://copasi.org/","free","Artistic-2.0","GUI","COPASI team (Hoops, Mendes and colleagues)","Simulator and analysis tool for biochemical networks: reads SBML, runs deterministic ODE, SDE and stochastic simulations, and performs parameter estimation and optimisation.","A first hands-on tool for reaction-network modelling and parameter estimation without writing code","Open source and free for commercial use too. A systems-biology tool, not a PK platform - no built-in dosing regimens, physiology or population machinery.","2026-08-26"
"cytoscape","Cytoscape","software","systems biology","qsp|general","any","any","https://cytoscape.org/","free","unknown","GUI","Cytoscape Consortium","Platform for visualising interaction networks and layering attribute data onto them, extensible through apps, used for molecular and pathway data.","Exploring and drawing the pathway topology behind a QSP model before any equations are written","Visualisation and network analysis only - it does not simulate dynamics, so it complements rather than replaces a QSP engine.","2026-08-26"
"petab","PEtab","software","systems biology","qsp|stats-ml|general","any","any","https://github.com/PEtab-dev/PEtab","free","MIT","n/a","PEtab-dev community","TSV-plus-SBML format specifying a parameter estimation problem - measurements, observables, noise models, parameter bounds, simulation conditions - outside the model file.","Making a fitting problem portable and reproducible across estimation tools instead of hard-coding it","A specification, not a solver: you still need a tool that consumes it, such as AMICI or pyPESTO.","2026-08-26"
"pysb","PySB","software","systems biology","qsp|general","any","any","https://pysb.org/","free","BSD-2-Clause","Python","Lopez Lab (Vanderbilt) and Sorger Lab (Harvard Medical School)","Framework for writing rule-based models of biochemical systems as Python programs, using a domain-specific language translated into equations.","Treating a mechanistic model as version-controlled, testable code rather than a GUI file","Requires Perl and BioNetGen for network generation. A research-group project - support is community-based.","2026-08-26"
"sbmlutils","sbmlutils","software","systems biology","qsp|general","any","any","https://github.com/matthiaskoenig/sbmlutils","free","MIT","Python","Matthias Koenig","Python toolkit built on libsbml for creating and modifying SBML models, adding annotations, converting formats and generating HTML model reports via SBML4Humans.","Programmatically assembling or annotating SBML models, and producing a readable report of someone else's model","Manipulates models but does not simulate them - pair it with libRoadRunner, COPASI or AMICI.","2026-08-26"
"sbtab","SBtab","software","systems biology","qsp|general","any","any","https://www.sbtab.net/","free","unknown","n/a","not named on the page","Table conventions for systems biology data - defined column names plus a syntax for semantic annotations - with an online validator, SBML converter and customiser.","Keeping model parameters and data in spreadsheets that stay machine-readable","Conventions plus small web utilities, much less widely adopted than SBML. The site names neither maintainers nor a licence.","2026-08-26"
"sbml","Systems Biology Markup Language (SBML)","software","systems biology","qsp|general","any","any","https://sbml.org/","free","unknown","n/a","SBML community","Open XML-based format for describing computational models in biology, so models can be exchanged and stored independently of the software that built them.","Understanding why a model built in one tool can be opened in another, and where model repositories get their files","A format, not an application - libSBML and JSBML are the libraries that read and write it. PK concepts such as dosing regimens are largely outside its scope.","2026-08-26"
"vcell","Virtual Cell (VCell)","software","systems biology","qsp|general","any","any","https://vcell.org/","free","unknown","GUI","Center for Cell Analysis and Modeling, UConn Health","Platform for modelling cell-biological systems with deterministic, stochastic, spatial and particle-based simulation, from compartmental models to geometry-resolved cellular simulations.","Spatially resolved sub-cellular mechanism modelling - the one case compartmental QSP tools cannot help with","Free, but simulations run on remote servers backed by a central model database, so the account model is web-based rather than fully local. Licence not stated.","2026-08-26"
"httk","httk (High-Throughput Toxicokinetics)","software","toxicology","pbpk|pharmacology","small-molecule","any","https://github.com/USEPA/CompTox-ExpoCast-httk","free","MIT or GPL-3 - conflicting","R","US Environmental Protection Agency","Open toxicokinetic data and PBTK models parameterised from in vitro measurements, pre-parameterised for hundreds of chemicals, for IVIVE and reverse dosimetry.","Running a real PBPK model for a named chemical in one line of R, with parameters already supplied","Built for environmental toxicology, so its physiologies are simpler than PK-Sim or Simcyp. Licence signals conflict - GitHub says MIT, CRAN says GPL-3; check DESCRIPTION before redistributing.","2026-08-26"
"plethem","PLETHEM","software","toxicology","pbpk","small-molecule","any","https://github.com/ScitoVation/PLETHEM","free","MIT","R","ScitoVation","Builds and runs PBPK models through a browser-based interface, with master/user/project chemical databases and saveable projects for reproducibility.","A GUI-driven route into PBPK for toxicology and exposure work without leaving R","Installed from GitHub, not CRAN, and needs an initial local-database setup step. The plethem.com site returned no readable content when checked.","2026-08-26"
"psn","Perl-speaks-NONMEM (PsN)","software","workflow","poppk|pkpd","any","any","https://uupharmacometrics.github.io/PsN/","free","GPL-2","Perl","Uppsala University Pharmacometrics group","Perl programs automating NONMEM model development, from extracting parameter estimates to bootstrap, VPC and stepwise covariate model building. Version 5.7.1, May 2026.","Running bootstraps, VPCs and covariate model building around NONMEM without scripting each one","PsN is free but drives NONMEM - you still need a paid NONMEM licence for it to be useful. Requires Perl.","2026-08-26"
"pharmpy","Pharmpy","software","workflow","poppk|pkpd","any","any","https://pharmpy.github.io/latest/","free","unknown","Python","Uppsala University Pharmacometrics group","Pharmacometric modelling package covering dataset and model-file manipulation, automated model-building tools and results reporting. Parses NONMEM models and targets nlmixr2 and rxode2.","Scripting pharmacometric workflows in Python; the modern successor path to PsN-style automation","Stated as open source but the docs home does not name the licence. NONMEM-backed workflows need a NONMEM licence; the nlmixr2/rxode2 backends do not.","2026-08-26"
"pirana","Pirana Modeling Workbench","software","workflow","poppk|pkpd","any","any","https://www.certara.com/software/pirana/","commercial","proprietary","GUI","Certara","Graphical workbench organising pharmacometric workflows across NONMEM, PsN and Xpose/R, tracking model runs and results.","Keeping track of dozens of NONMEM model runs during model development","Free Pirana licences are available for academic use per Certara's NLME page. Organises other tools - it does not estimate anything itself.","2026-08-26"
"bispecific-binding-model","bispecific-binding-model","repository","QSP","qsp|pharmacology","bispecific","immunology|oncology","https://github.com/christyray/bispecific-binding-model","free","MIT","MATLAB|R","Christina M. P. Ray","Coupled-ODE model of monospecific and bispecific antibody binding to IL-6 and IL-8 receptors, covering binding, transport, internalisation, degradation and ternary complex formation, with data and fitting code.","Understanding how ternary complex formation and the hook effect arise from binding kinetics","MATLAB for solving and fitting, R for figures. Two commits - a frozen paper companion rather than a maintained tool. Archived at Zenodo.","2026-08-27"
"osp-ifn-alpha","IFN-alpha QSP model (Open Systems Pharmacology)","repository","QSP","qsp|pbpk","peptide","hepatology|infectious-disease","https://github.com/Open-Systems-Pharmacology/IFN-alpha","free","GPL-2","GUI","Open Systems Pharmacology community","Multiscale QSP model of interferon-alpha-induced JAK/STAT pathway activation in human liver cells, based on Kalra et al. 2019, distributed as a MoBi project with the source publication.","Seeing a therapeutic protein's receptor-level signalling cascade coupled to PBPK disposition in one model","Requires MoBi, free with the OSP Suite. Eight commits and no named maintainer - a static deposit rather than a developed model.","2026-08-27"
"immune-response-template","Immune Response Template (IRT)","repository","QSP","qsp|pharmacology","protein-mab|bispecific|cell-therapy|vaccine","immunology|oncology","https://irt.insysbio.com/","free","unknown","SBML","InSysBio UK","Annotated QSP database of immune-system processes: T, B, dendritic, NK, macrophage and neutrophil populations, over 30 cytokines and immunological synapse molecules, with an oncology version covering the tumour microenvironment.","Assembling a calibrated immune-response submodel for a biologic instead of hand-coding cytokine networks","Made free of charge in August 2025 but requires registration, and a separate content licence governs reuse - check terms before redistributing. Exports to SBML and SimBiology.","2026-08-27"
"adni","ADNI (Alzheimer's Disease Neuroimaging Initiative) data","repository","dataset","stats-ml|poppk","any","cns","https://adni.loni.usc.edu/data-samples/adni-data/","free","unknown","n/a","ADNI, hosted by LONI at the University of Southern California","Longitudinal Alzheimer's cohort data spanning structural, functional and molecular imaging, biofluid biomarkers, cognitive assessments, genetics, omics, neuropathology and remotely collected measures.","Natural-history longitudinal data for building or validating an Alzheimer's progression or biomarker-trajectory model","Obtainable on application and free: accept the data use agreement and submit an application stating institution and proposed use; review takes about two weeks.","2026-08-27"
"cpad-database","Critical Path for Alzheimer's Disease (CPAD) Database","repository","dataset","poppk|stats-ml|pkpd","any","cns","https://c-path.org/tools-platforms/critical-path-for-alzheimers-disease-cpad-database/","free","unknown","n/a","Critical Path Institute, CPAD Consortium","Patient-level data from 12,811 patients across 36 Alzheimer's and mild cognitive impairment trials, remapped to CDISC SDTM, holding demographics, APOE4 genotype, medications, MMSE and ADAS-Cog.","Fitting or replicating an Alzheimer's disease-progression model on real pooled trial data","Available on application to external researchers, no fee stated. Individual trial identities cannot be disclosed under the contribution agreements, so study-level attribution is impossible.","2026-08-27"
"fda-dilirank","FDA DILIrank 2.0 dataset","repository","dataset","stats-ml|pharmacology|regulatory","small-molecule","hepatology","https://www.fda.gov/science-research/liver-toxicity-knowledge-base-ltkb/drug-induced-liver-injury-rank-dilirank-20-dataset","free","unknown","n/a","FDA National Center for Toxicological Research","Reference list of 1,336 approved drugs ranked by human liver injury risk from labelling and literature: 217 most-concern, 351 less-concern, 414 no-concern and 354 ambiguous.","A labelled hepatotoxicity ground-truth set for training or benchmarking a prediction model","Free download, no registration. A curated annotation dataset, NOT a mechanistic liver model - it supplies outcome labels, not the mechanism DILIsym provides.","2026-08-27"
"nhanes","NHANES Questionnaires, Datasets and Related Documentation","repository","dataset","poppk|pbpk|general","any","any","https://wwwn.cdc.gov/nchs/nhanes/Default.aspx","free","unknown","SAS transport","CDC National Center for Health Statistics","Downloadable US survey data by component - demographics, dietary, examination, laboratory, questionnaire - for continuous cycles from 1999 to 2025-2026, plus NHANES I-III.","Building realistic covariate distributions - weight, height, BMI, age, creatinine - for virtual populations in PBPK and popPK simulation","Public download with no login for standard components; the page links a Data User Agreement, and a separate Limited Access category exists for restricted files. Actively updated.","2026-08-26"
"nlmixr2data","nlmixr2data","repository","dataset","poppk|pkpd","any","any","https://nlmixr2.github.io/nlmixr2data/reference/index.html","free","GPL-3","R","nlmixr2 development team","26 documented example datasets in one R package: theophylline single and multiple dose, warfarin PK/PD, phenobarbital, mavoglurant, nimotuzumab, neonatal weights and 12 simulated ACoP sets.","The most convenient single source of classic teaching PK/PD datasets in analysis-ready form","Actively maintained. Includes nmtest, a one-compartment dataset with reference NONMEM 7.4.3 output - useful for checking your own solver against a known answer.","2026-08-26"
"pharmaverseadam","pharmaverseadam","repository","dataset","regulatory|stats-ml","any","any","https://github.com/pharmaverse/pharmaverseadam","free","Apache-2.0","R","pharmaverse council (GSK, Sanofi, Roche, Novo Nordisk, J&J, Novartis)","Synthetic ADaM-format clinical trial datasets generated by running templates from admiral and its therapeutic-area extensions.","Practising the CDISC data-standards side of pharmacometrics - building analysis datasets in the shape a real submission uses","Actively regenerated when upstream admiral packages release. Sister packages pharmaversesdtm and pharmaverseraw cover the other layers. Data are synthetic, not real patients.","2026-08-26"
"nlme-phenobarb","Phenobarb (R nlme package)","repository","dataset","poppk|pkpd","any","any","https://stat.ethz.ch/R-manual/R-devel/library/nlme/html/Phenobarb.html","free","GPL","R","R Core Team / nlme authors","744 rows from a phenobarbital study in newborn infants given the drug for seizure prevention: subject, birth weight, Apgar score, time, dose and concentration.","The canonical sparse-sampling population PK teaching dataset, used in nearly every NONMEM course","Cited to Grasela and Donn (1985), with later analyses by Boeckmann, Sheiner and Beal (1994) and Davidian and Giltinan (1995). Stable, no registration.","2026-08-26"
"physionet","PhysioNet Databases","repository","dataset","stats-ml|general","any","any","https://physionet.org/about/database/","free","varies by entry","CSV|WFDB","PhysioNet / MIT Laboratory for Computational Physiology","Hundreds of physiological and clinical databases with software: ECG, EEG, respiratory and wearable-sensor data, imaging, clinical notes and electronic health records.","Real-world longitudinal patient data - dosing, vitals and labs - for model-informed precision dosing exercises","Three access tiers. Only the Open Access tier meets a download-without-permission bar; Restricted and Credentialed tiers (MIMIC among them) require a data use agreement or formal credentialing.","2026-08-26"
"pk-db","PK-DB","repository","dataset","pkpd|poppk|pbpk","any","any","https://pk-db.com/","free","unknown","REST/JSON","Matthias Koenig and collaborators","Open pharmacokinetics database: 819 studies, 2,454 groups, 17,285 individuals, 2,392 interventions, 138,411 outputs and 6,103 timecourses, curated from published literature.","Real, curated human PK timecourses and subject-level covariates from published studies via an open API - no registration to read","Figures verified from the live public API endpoint, since the HTML front end is a JavaScript app. Source code released on Zenodo.","2026-08-26"
"pkpddatasets","PKPDdatasets","repository","dataset","pkpd|poppk","any","any","https://github.com/dpastoor/PKPDdatasets","free","unknown","R","Devin Pastoor","R data package collecting pharmacokinetic and pharmacodynamic datasets for pharmacometrics and translational medicine, installed from GitHub.","An extra pool of PK/PD datasets beyond the ones bundled with modelling packages","Verified to exist but thin: 19 commits, datasets not enumerated on the landing page, no licence declared. Treat as a small personal collection, not a maintained repository.","2026-08-26"
"ppmi","PPMI (Parkinson's Progression Markers Initiative) data","repository","dataset","stats-ml|poppk","any","cns","https://www.ppmi-info.org/access-data-specimens/download-data","free","unknown","n/a","The Michael J. Fox Foundation","Individual-level longitudinal Parkinson's data spanning clinical assessments, imaging, omics, genetics, digital sensor and biomarker measures, with biospecimen access alongside.","Longitudinal Parkinson's data for progression modelling or reproducing DAT-imaging enrichment analyses","Obtainable on application, no fee mentioned, review within about a week. Raw genetic data and sequestered assay results need separate approval.","2026-08-27"
"rdca-dap","Rare Disease Cures Accelerator Data and Analytics Platform (RDCA-DAP)","repository","dataset","poppk|stats-ml|pkpd|regulatory","any","rare-disease","https://c-path.org/program/rare-disease-cures-accelerators-data-and-analytics-platform/","free","unknown","n/a","Critical Path Institute, funded by FDA","FDA-funded standardised rare-disease data infrastructure covering more than 42 diseases including polycystic kidney disease, Duchenne muscular dystrophy and Friedreich ataxia, supporting progression, biomarker and outcome-measure analysis.","Pooled patient-level rare-disease natural-history data plus an analysis workspace","Obtainable: platform request, workspace application and a signed data use agreement, free for qualified researchers. 325 approved user requests since the 2021 launch.","2026-08-27"
"tb-apex","TB-APEX","repository","dataset","pkpd|pharmacology","small-molecule","infectious-disease","https://c-path.org/tools-platforms/tb-apex/","free","unknown","n/a","Critical Path Institute","Curated preclinical tuberculosis data across around 60 studies: in vitro hollow-fibre experiments and in vivo mouse efficacy studies with PK/PD, resistance and microbiology measurements, standardised to CDISC SEND and SDTM.","Raw hollow-fibre and murine PK/PD data for building translational antitubercular exposure-response models","Obtainable on application and free. The rare case where the underlying hollow-fibre experimental data, not just the method, can actually be had.","2026-08-27"
"tb-pacts","TB-PACTS","repository","dataset","poppk|pkpd|stats-ml","small-molecule","infectious-disease","https://c-path.org/tools-platforms/tb-pacts/","free","unknown","n/a","Critical Path Institute with WHO/TDR and TB Alliance","Patient-level tuberculosis trial data including REMoxTB, RIFAQUIN and OFLOTUB across 39 listed studies, normalised to a TB-specific CDISC standard so studies can be pooled, with susceptibility, adverse events and outcomes.","Pooled TB trial data for time-to-culture-conversion or treatment-outcome modelling","Obtainable on application and free: platform account, data access request and steering committee approval, up to four weeks. Working knowledge of CDISC SDTM is effectively a prerequisite.","2026-08-27"
"r-datasets-theoph","Theoph and Indometh (R datasets package)","repository","dataset","pkpd|poppk","any","any","https://stat.ethz.ch/R-manual/R-devel/library/datasets/html/Theoph.html","free","GPL","R","R Core Team","Theoph: 132 rows from 12 subjects with weight, dose, time and concentration, from an oral theophylline study, 11 samples over 25 hours. Indometh sits alongside it.","The authoritative, citable home of the two classic teaching PK datasets - already installed with any R","Theoph's cited primary source is Boeckmann, Sheiner and Beal (1994), NONMEM Users Guide Part V. Permanently stable, no registration.","2026-08-26"
"platform-igg-pbpk-mouse","A platform IgG PBPK model in tumor bearing mouse","repository","model repository","pbpk|qsp","protein-mab","oncology","https://www.mathworks.com/matlabcentral/fileexchange/70479-a-platform-igg-pbpk-model-in-tumor-bearing-mouse","free","unknown","MATLAB","Zhe Li, MathWorks File Exchange","SimBiology implementation of a platform IgG PBPK model for a mouse bearing a HER2-overexpressing tumour, built on Shah and Betts 2012, with adjustable antigen level, binding parameters and physiology.","The closest public implementation of the Shah and Betts platform mAb PBPK model, extended with a target-bearing tumour","Last updated 2019. Licence bundled but terms not shown on the page. Needs MATLAB plus the commercial SimBiology toolbox, and a MathWorks account to download.","2026-08-27"
"biomodels","BioModels","repository","model repository","qsp|pharmacology|general","any","any","https://www.ebi.ac.uk/biomodels/","free","varies by entry","SBML","EMBL-EBI","3,595 mathematical models of biological and biomedical systems in standard formats: 1,096 manually curated, 1,666 non-curated, 833 auto-generated. Literature-based and freely downloadable.","Downloading a curated, runnable SBML model of a signalling or disease pathway","The page announces a transition to the University of Florida with a new URL at biomodels.org, which returned 403 when checked - the EBI URL remains the working entry point. Licence terms vary by model.","2026-08-26"
"metrum-biopbpk","bioPBPK","repository","model repository","pbpk|pkpd","protein-mab","infectious-disease","https://github.com/metrumresearchgroup/bioPBPK","free","unknown","Julia|R","Metrum Research Group","PBPK models for biologics: a Julia implementation of the Jones 2019 monoclonal antibody PBPK model, and an mrgsolve implementation adapted to bamlanivimab.","Reading a runnable whole-body mAb PBPK model in two languages rather than reconstructing one from a paper appendix","Small repository, 10 commits, no licence file. mAb only - no ADC or bispecific models despite the name.","2026-08-27"
"ddmore-repository","DDMoRe Model Repository","repository","model repository","poppk|pkpd","any","any","https://repository.ddmore.foundation/","free","unknown","PharmML|NONMEM","DDMoRe Foundation","Free repository of pharmacometric models - 128 models as of March 2018, of which 51 encoded in PharmML alongside the original NONMEM and Monolix control streams.","Published population PK/PD control streams; still the largest free collection of NONMEM-style pharmacometric models","EFFECTIVELY DORMANT. Models are still downloadable but every date signal stops in 2018, and the page flags an unresolved bug where new registrations did not receive login credentials. Use as a static archive.","2026-08-26"
"mrgsolve-depot","depot: a collection of models for mrgsolve","repository","model repository","pkpd|poppk","protein-mab|peptide|small-molecule","immunology|haematology","https://github.com/mrgsolve/depot","free","unknown","R","Metrum Research Group","R package of 13 published models with vignettes, several for biologics: secukinumab PK/PD, an Fc-osteoprotegerin fusion, and epoetin alfa and filgrastim target-mediated disposition models.","A worked TMDD parameterisation for a therapeutic protein that runs immediately in R","Installed from GitHub with subdir='pkg'. No explicit licence shown. Requires mrgsolve.","2026-08-27"
"osp-exemplary-protein-models","Exemplary Protein PBPK Models","repository","model repository","pbpk","protein-mab|peptide","any","https://github.com/Open-Systems-Pharmacology/Exemplary-Protein-Models","free","GPL-2","GUI","Open Systems Pharmacology community","A PK-Sim project file holding two large-molecule PBPK models - the CDA1 antibody (Taylor 2008) and a domain antibody (Sepp 2015) - built on PK-Sim's protein physiology.","Seeing how two-pore and lymph-flow physiology is parameterised for an antibody versus a small domain antibody","Repository archived October 2025 and read-only. Requires PK-Sim 7.1 or later. Distinct from the main OSP model library, which is small-molecule.","2026-08-27"
"jws-online","JWS Online","repository","model repository","qsp|general","any","any","https://jjj.bio.vu.nl/","free","unknown","SBML","Jacky Snoep and colleagues","Browser-based tool for construction, modification and simulation of kinetic models plus storage of curated models, running time evolutions, steady states and metabolic control analysis.","Simulating a curated kinetic model in a browser with no install","Model count could not be verified - the model listing is blocked to automated fetching. The most recent publication cited is 2004 and the page has no recent-activity timestamps, so currency is uncertain.","2026-08-26"
"osp-github","Open Systems Pharmacology GitHub organisation","repository","model repository","pbpk|qsp","small-molecule","any","https://github.com/Open-Systems-Pharmacology","free","varies by entry","C#|C++|R","Open Systems Pharmacology community","Around 400 public repositories behind PK-Sim and MoBi: the PBPK model library, qualification reports, OSPSuite-R, the SimModel calculation engine and workflow packages.","The umbrella entry point - free PBPK software plus every model, report and R interface that goes with it","Active through mid-2026. Licences differ per repository and are not stated at organisation level.","2026-08-26"
"osp-pbpk-model-library","OSP PBPK Model Library","repository","model repository","pbpk|pkpd","small-molecule","any","https://github.com/Open-Systems-Pharmacology/OSP-PBPK-Model-Library","free","unknown","PK-Sim/MoBi (pkml)","Open Systems Pharmacology","Library of released whole-body PBPK substance models with evaluation reports - around 45 compounds including midazolam, rifampicin, itraconazole, digoxin and sildenafil.","Getting a published, qualified PBPK model for a real drug and re-running or extending it, without asking anyone","Actively maintained, with open issues and pull requests at time of check. Licence not stated on the repo page.","2026-08-26"
"osp-qualification-reports","OSP Qualification Reports","repository","model repository","pbpk|regulatory","small-molecule","any","https://github.com/Open-Systems-Pharmacology/OSP-Qualification-Reports","free","unknown","PK-Sim/MoBi (pkml)","Open Systems Pharmacology","Qualification packages regenerated with each OSP release: DDI reports for CYP1A2, CYP2C19, CYP3A4, P-gp and UGT; paediatric ontogeny packages; and a chronic kidney disease report.","Seeing how a PBPK platform is formally qualified against clinical data - complete worked examples","Clearly alive: latest release July 2026. Licence not stated on the repo page.","2026-08-26"
"rbpbpk-antibody-brain","PBPK model of antibody brain uptake","repository","model repository","pbpk","protein-mab","cns","https://github.com/PKPD-coder/PBPK_model_antibody_brain_uptake","free","unknown","SBML|MATLAB","Van De Vyver and colleagues","Reduced brain PBPK model of a non-targeting monoclonal antibody after intravenous and intracerebroventricular dosing, supplied as both an SBML file and a SimBiology project.","Modelling antibody CNS exposure and comparing systemic against direct intracerebroventricular administration","Companion code to Van De Vyver et al. 2022. Four commits, no licence file. The SBML export means it can be run without SimBiology.","2026-08-27"
"physiome-repository","Physiome Repository","repository","model repository","qsp|general","any","any","https://models.physiomeproject.org/welcome","free","varies by entry","CellML","Physiome Project / CellML curators","Curated collection of CellML and FieldML models plus musculoskeletal scaffolds, browsable by category with a curation status assigned by the CellML repository curators.","Physiological and cell-level models in CellML, with curation flags indicating which actually simulate","Site loads and search works, but the welcome page carries no last-updated or model-count signal, so activity could not be confirmed. Same resource as the CellML model repository.","2026-08-26"
"bionumbers","BioNumbers","repository","parameter reference","qsp|general","any","any","https://bionumbers.hms.harvard.edu/search.aspx","free","unknown","n/a","Milo lab, Weizmann Institute of Science","Searchable database of molecular and cell biology reference numbers with literature citations for each value.","Finding a cited value for a cell count, protein concentration, turnover rate or volume when parameterising a QSP model","Search interface is live, but total entry count and licence terms are not stated on either the search or About page.","2026-08-26"
"epa-physiological-database","EPA Physiological Information Database (PID)","repository","parameter reference","pbpk|regulatory","small-molecule","any","https://cfpub.epa.gov/ncea/risk/recordisplay.cfm?deid=202847","free","unknown","MS Access","US Environmental Protection Agency, NCEA","Physiological parameter values for PBPK modelling - alveolar ventilation, blood flows, tissue volumes, glomerular filtration rate - for humans across all life stages and for laboratory rodents.","Sourcing defensible, literature-traced system parameters when building a PBPK model rather than copying a textbook table","STATIC ARCHIVE: final release September 2009, page last updated 2010. Still freely downloadable and still the most complete free compilation of its kind.","2026-08-26"
"human-protein-atlas","The Human Protein Atlas","repository","parameter reference","qsp|pharmacology","any","any","https://www.proteinatlas.org/","free","unknown","TSV|XML","SciLifeLab, KTH and Uppsala University","Nine data sections - Tissue, Brain, Single Cell, Subcellular, Cancer, Blood, Cell Line, Structure and Interaction - plus focused sets for the secretome, membrane proteome and druggable proteome.","Establishing target, enzyme and transporter expression across human tissues when specifying compartments in a QSP or PBPK model","Actively updated into 2026. Described as open access, but the specific licence is not stated on the landing page - check before redistribution.","2026-08-26"
"adc-clinical-utility-index","adc_cui: post-marketing assessment of antibody-drug conjugates","repository","reproducibility","poppk|pkpd|stats-ml","adc","oncology","https://github.com/iasiimwe/adc_cui","free","unknown","R","Innocent Asiimwe","Scripts and data comparing trastuzumab emtansine and trastuzumab deruxtecan: population PK, uncertainty simulation, exposure-response, model-based meta-analysis and a clinical utility index, with a Shiny app.","A worked ADC exposure-response and benefit-risk pipeline on real approved products","No licence file. Some scripts call lixoftConnectors, so full reproduction needs commercial Monolix; the utility-index and plotting steps are pure R.","2026-08-27"
"biosimulations","BioSimulations","repository","reproducibility","qsp|general","any","any","https://biosimulations.org/","free","unknown","SBML|CellML|SED-ML","Center for Reproducible Biomedical Modeling","Portal for publishing, discovering and running dynamical biology simulation projects packaged as COMBINE/OMEX archives, supporting 60+ algorithms across 20+ simulation tools.","Rerunning a published simulation exactly as the authors specified it - model, experiment and expected output in one archive","Genuinely runnable in-browser, but small: the public API listed only around 10 projects, mostly textbook models. Documentation activity spans 2019-2021, so maintenance may have slowed.","2026-08-26"
"cptpsp-tutorial-2019","cptpsp-tutorial-2019 (QSP and PBPK with mrgsolve)","repository","reproducibility","pbpk|qsp","any","any","https://github.com/metrumresearchgroup/cptpsp-tutorial-2019","free","unknown","R","Metrum Research Group","Complete code for the CPT:PSP hands-on tutorial: a voriconazole PBPK model, an extended version with mechanistic oral absorption and intestinal clearance, and a MAPK QSP model.","The best single worked example of a published PBPK plus QSP tutorial you can clone and rerun end to end","Includes model files, digitised clinical observations, a virtual population and tissue composition data. A snapshot tied to the 2019 paper rather than an evolving project; no explicit licence file.","2026-08-26"
"metrum-github","Metrum Research Group GitHub organisation","repository","reproducibility","pkpd|poppk|qsp","any","any","https://github.com/metrumresearchgroup","free","varies by entry","R|C++|Stan","Metrum Research Group","Around 120 public repositories spanning pharmacometrics and QSP: mrgsolve, Torsten, pkgr, bbr, pmplots and mrgda, plus tutorial repositories accompanying published papers.","Browsing an entire open pharmacometrics toolchain plus the paper-accompanying model code","Highly active through mid-2026. Licences differ per repository - mrgsolve GPL-2, Torsten BSD-3-Clause.","2026-08-26"
"pumasai-labs","PumasAI Labs GitHub organisation","repository","reproducibility","poppk|pkpd|stats-ml","any","any","https://github.com/PumasAI-Labs","free","varies by entry","Julia","Pumas-AI","Around 25 repositories of workshop and tutorial material: Bayesian, optimal design, ACoP and PAGANZ NLME workshops, and DeepPumas workshop code.","Downloading complete conference-workshop code and slides for population NLME, Bayesian and optimal-design modelling","Active into 2026. The code targets Pumas, whose full product is commercial, but the workshop repositories themselves are public.","2026-08-26"
"physiome-fcrn-pbpk","Reproducibility Study on a PBPK Model of FcRn-Mediated Recycling for Large Molecules","repository","reproducibility","pbpk|qsp","protein-mab","any","https://journal.physiomeproject.org/articles/S000026","free","CC BY 4.0","OMEX","Physiome Journal; Safaei and colleagues","Curated, executable reproduction of de Witte et al. 2023: a whole-body PBPK model with explicit FcRn binding in plasma and endosomes for IgG and FcRn inhibitors, shipped as an OMEX archive.","A verified, citable FcRn recycling model whose published figures have been independently regenerated","Runs in MoBi v11, free with the OSP Suite. CC BY 4.0, so compatible with this site's licence. Reproducibility-certified - unusually strong provenance for a biologics model.","2026-08-27"
"tce-simulation","TCE: T cell engager simulation code","repository","simulation","pharmacology|qsp","bispecific","oncology","https://github.com/wulab-github/TCE","free","unknown","Fortran","Wu lab","Two-scale simulation of bispecific T cell engagement: a kinetic Monte Carlo model of engager, CD3 and tumour-antigen three-body binding, and a Langevin dynamics model of T cell redirection to tumour cells.","Interrogating how affinity and antigen density shape trimer formation, below the resolution of ODE models","Fortran source with no build system or licence file, though the README explicitly permits free sharing and reuse. Requires a Fortran compiler.","2026-08-27"
"chebi","ChEBI - Chemical Entities of Biological Interest","reference","chemistry","pharmacology","small-molecule","any","https://www.ebi.ac.uk/chebi/","free","unknown","n/a","EMBL-EBI","Manually curated database and ontology of chemical entities - over 195,000 entries covering natural and synthetic small molecules used to intervene in living systems.","Getting an ontology-grounded chemical identity and classification for a compound used in a model or dataset","Described as open access but no specific licence is stated, so recorded as unknown.","2026-08-26"
